UnixTime,103,105,106,10B,10D,202,207,307
2065,静止,静止,静止,静止,静止,平飞,静止,静止
2066,静止,静止,静止,静止,静止,平飞,静止,静止
2067,静止,静止,静止,静止,静止,平飞,静止,静止
2068,静止,静止,静止,静止,静止,平飞,静止,静止
2069,静止,静止,静止,静止,静止,平飞,静止,静止
2070,静止,静止,静止,静止,静止,平飞,静止,静止
2071,静止,静止,静止,静止,静止,平飞,静止,静止
2072,静止,静止,静止,静止,静止,平飞,静止,静止
2073,静止,静止,静止,静止,静止,平飞,静止,静止
2074,静止,静止,静止,静止,静止,平飞,静止,静止
2075,静止,静止,静止,静止,静止,平飞,静止,静止
2076,静止,静止,静止,静止,静止,平飞,静止,静止
2077,静止,静止,静止,静止,静止,平飞,静止,静止
2078,静止,静止,静止,静止,静止,平飞,静止,静止
2079,静止,静止,静止,静止,静止,平飞,静止,静止
2080,静止,静止,静止,静止,静止,平飞,静止,静止
2081,静止,静止,静止,静止,静止,平飞,静止,静止
2082,静止,静止,静止,静止,静止,平飞,静止,静止
2083,静止,静止,静止,静止,静止,平飞,静止,静止
2084,静止,静止,静止,静止,静止,平飞,静止,静止
2085,静止,静止,静止,静止,静止,平飞,静止,静止
2086,静止,静止,静止,静止,静止,平飞,静止,静止
2087,静止,静止,静止,静止,静止,平飞,静止,静止
2088,静止,静止,静止,静止,静止,平飞,静止,静止
2089,静止,静止,静止,静止,静止,平飞,静止,静止
2090,静止,静止,静止,静止,静止,平飞,静止,静止
2091,静止,静止,静止,静止,静止,平飞,静止,静止
2092,静止,静止,静止,静止,静止,平飞,静止,静止
2093,静止,静止,静止,静止,静止,平飞,静止,静止
2094,静止,静止,静止,静止,静止,平飞,静止,静止
2095,静止,静止,静止,静止,静止,平飞,静止,静止
2096,静止,静止,静止,静止,静止,平飞,静止,静止
2097,静止,静止,静止,静止,静止,平飞,静止,静止
2098,静止,静止,静止,静止,静止,平飞,静止,静止
2099,静止,静止,静止,静止,静止,平飞,静止,静止
2100,静止,静止,静止,静止,静止,平飞,静止,静止
2101,静止,静止,静止,静止,静止,平飞,静止,静止
2102,静止,静止,静止,静止,静止,平飞,静止,静止
2103,静止,静止,静止,静止,静止,平飞,静止,静止
2104,静止,静止,静止,静止,静止,平飞,静止,静止
2105,静止,静止,静止,静止,静止,平飞,静止,静止
2106,静止,静止,静止,静止,静止,平飞,静止,静止
2107,静止,静止,静止,静止,静止,平飞,静止,静止
2108,静止,静止,静止,静止,静止,平飞,静止,静止
2109,静止,静止,静止,静止,静止,平飞,静止,静止
2110,静止,静止,静止,静止,静止,平飞,静止,静止
2111,静止,静止,静止,静止,静止,平飞,静止,静止
2112,静止,静止,静止,静止,静止,平飞,静止,静止
2113,静止,静止,静止,静止,静止,平飞,静止,静止
2114,静止,静止,静止,静止,静止,平飞,静止,静止
2115,静止,静止,静止,静止,静止,平飞,静止,静止
2116,静止,静止,静止,静止,静止,平飞,静止,静止
2117,静止,静止,静止,静止,静止,平飞,静止,静止
2118,静止,静止,静止,静止,静止,平飞,静止,静止
2119,静止,静止,静止,静止,静止,平飞,静止,静止
2120,静止,静止,静止,静止,静止,平飞,静止,静止
2121,静止,静止,静止,静止,静止,平飞,静止,静止
2122,静止,静止,静止,静止,静止,平飞,静止,静止
2123,静止,静止,静止,静止,静止,平飞,静止,静止
2124,静止,静止,静止,静止,静止,平飞,静止,静止
2125,静止,静止,静止,静止,静止,平飞,静止,静止
2126,静止,静止,静止,静止,静止,平飞,静止,静止
2127,静止,静止,静止,静止,静止,平飞,静止,静止
2128,静止,静止,静止,静止,静止,平飞,静止,静止
2129,静止,静止,静止,静止,静止,平飞,静止,静止
2130,静止,静止,静止,静止,静止,平飞,静止,静止
2131,静止,静止,静止,静止,静止,平飞,静止,静止
2132,静止,静止,静止,静止,静止,平飞,静止,静止
2133,静止,静止,静止,静止,静止,平飞,静止,静止
2134,静止,静止,静止,静止,静止,平飞,静止,静止
2135,静止,静止,静止,静止,静止,平飞,静止,静止
2136,静止,静止,静止,静止,静止,平飞,静止,静止
2137,静止,静止,静止,静止,静止,平飞,静止,静止
2138,静止,静止,静止,静止,静止,平飞,静止,静止
2139,静止,静止,静止,静止,静止,平飞,静止,静止
2140,静止,静止,静止,静止,静止,平飞,静止,静止
2141,静止,静止,静止,静止,静止,平飞,静止,静止
2142,静止,静止,静止,静止,静止,平飞,静止,静止
2143,静止,静止,静止,静止,静止,平飞,静止,静止
2144,静止,静止,静止,静止,静止,平飞,静止,静止
2145,静止,静止,静止,静止,静止,平飞,静止,静止
2146,静止,静止,静止,静止,静止,平飞,静止,静止
2147,静止,静止,静止,静止,静止,平飞,静止,静止
2148,静止,静止,静止,静止,静止,平飞,静止,静止
2149,静止,静止,静止,静止,静止,平飞,静止,静止
2150,静止,静止,静止,静止,静止,平飞,静止,静止
2151,静止,静止,静止,静止,静止,平飞,静止,静止
2152,静止,静止,静止,静止,静止,平飞,静止,静止
2153,静止,静止,静止,静止,静止,平飞,静止,静止
2154,静止,静止,静止,静止,静止,平飞,静止,静止
2155,静止,静止,静止,静止,静止,平飞,静止,静止
2156,静止,静止,静止,静止,静止,平飞,静止,静止
2157,静止,静止,静止,静止,静止,平飞,静止,静止
2158,静止,静止,静止,静止,静止,平飞,静止,静止
2159,静止,静止,静止,静止,静止,平飞,静止,静止
2160,静止,静止,静止,静止,静止,平飞,静止,静止
2161,静止,静止,静止,静止,静止,平飞,静止,静止
2162,静止,静止,静止,静止,静止,平飞,静止,静止
2163,静止,静止,静止,静止,静止,平飞,静止,静止
2164,静止,静止,静止,静止,静止,平飞,静止,静止
2165,静止,静止,静止,静止,静止,平飞,静止,静止
2166,静止,静止,静止,静止,静止,平飞,静止,静止
2167,静止,静止,静止,静止,静止,平飞,静止,静止
2168,静止,静止,静止,静止,静止,平飞,静止,静止
2169,静止,静止,静止,静止,静止,平飞,静止,静止
2170,静止,静止,静止,静止,静止,平飞,静止,静止
2171,静止,静止,静止,静止,静止,平飞,静止,静止
2172,静止,静止,静止,静止,静止,平飞,静止,静止
2173,静止,静止,静止,静止,静止,平飞,静止,静止
2174,静止,静止,静止,静止,静止,平飞,静止,静止
2175,静止,静止,静止,静止,静止,平飞,静止,静止
2176,静止,静止,静止,静止,静止,平飞,静止,静止
2177,静止,静止,静止,静止,静止,平飞,静止,静止
2178,静止,静止,静止,静止,静止,平飞,静止,静止
2179,静止,静止,静止,静止,静止,平飞,静止,静止
2180,静止,静止,静止,静止,静止,平飞,静止,静止
2181,静止,静止,静止,静止,静止,平飞,静止,静止
2182,静止,静止,静止,静止,静止,平飞,静止,静止
2183,静止,静止,静止,静止,静止,平飞,静止,静止
2184,静止,静止,静止,静止,静止,平飞,静止,静止
2185,静止,静止,静止,静止,静止,平飞,静止,静止
2186,静止,静止,静止,静止,静止,平飞,静止,静止
2187,静止,静止,静止,静止,静止,平飞,静止,静止
2188,静止,静止,静止,静止,静止,平飞,静止,静止
2189,静止,静止,静止,静止,静止,平飞,静止,静止
2190,静止,静止,静止,静止,静止,平飞,静止,静止
2191,静止,静止,静止,静止,静止,平飞,静止,静止
2192,静止,静止,静止,静止,静止,平飞,静止,静止
2193,静止,静止,静止,静止,静止,平飞,静止,静止
2194,静止,静止,静止,静止,静止,平飞,静止,静止
2195,静止,静止,静止,静止,静止,平飞,静止,静止
2196,静止,静止,静止,静止,静止,平飞,静止,静止
2197,静止,静止,静止,静止,静止,平飞,静止,静止
2198,静止,静止,静止,静止,静止,平飞,静止,静止
2199,静止,静止,静止,静止,静止,平飞,静止,静止
2200,静止,静止,静止,静止,静止,平飞,静止,静止
2201,静止,静止,静止,静止,静止,平飞,静止,静止
2202,静止,静止,静止,静止,静止,平飞,静止,静止
2203,静止,静止,静止,静止,静止,平飞,静止,静止
2204,静止,静止,静止,静止,静止,平飞,静止,静止
2205,静止,静止,静止,静止,静止,平飞,静止,静止
2206,静止,静止,静止,静止,静止,平飞,静止,静止
2207,静止,静止,静止,静止,静止,平飞,静止,静止
2208,静止,静止,静止,静止,静止,平飞,静止,静止
2209,静止,静止,静止,静止,静止,平飞,静止,静止
2210,静止,静止,静止,静止,静止,平飞,静止,静止
2211,静止,静止,静止,静止,静止,平飞,静止,静止
2212,静止,静止,静止,静止,静止,平飞,静止,静止
2213,静止,静止,静止,静止,静止,平飞,静止,静止
2214,静止,静止,静止,静止,静止,平飞,静止,静止
2215,静止,静止,静止,静止,静止,平飞,静止,静止
2216,静止,静止,静止,静止,静止,平飞,静止,静止
2217,静止,静止,静止,静止,静止,平飞,静止,静止
2218,静止,静止,静止,静止,静止,平飞,静止,静止
2219,静止,静止,静止,静止,静止,平飞,静止,静止
2220,静止,静止,静止,静止,静止,平飞,静止,静止
2221,静止,静止,静止,静止,静止,平飞,静止,静止
2222,静止,静止,静止,静止,静止,平飞,静止,静止
2223,静止,静止,静止,静止,静止,平飞,静止,静止
2224,静止,静止,静止,静止,静止,平飞,静止,静止
2225,静止,静止,静止,静止,静止,平飞,静止,静止
2226,静止,静止,静止,静止,静止,平飞,静止,静止
2227,静止,静止,静止,静止,静止,平飞,静止,静止
2228,静止,静止,静止,静止,静止,平飞,静止,静止
2229,静止,静止,静止,静止,静止,平飞,静止,静止
2230,静止,静止,静止,静止,静止,平飞,静止,静止
2231,静止,静止,静止,静止,静止,平飞,静止,静止
2232,静止,静止,静止,静止,静止,平飞,静止,静止
2233,静止,静止,静止,静止,静止,平飞,静止,静止
2234,静止,静止,静止,静止,静止,平飞,静止,静止
2235,静止,静止,静止,静止,静止,平飞,静止,静止
2236,静止,静止,静止,静止,静止,平飞,静止,静止
2237,静止,静止,静止,静止,静止,平飞,静止,静止
2238,静止,静止,静止,静止,静止,平飞,静止,静止
2239,静止,静止,静止,静止,静止,平飞,静止,静止
2240,静止,静止,静止,静止,静止,平飞,静止,静止
2241,静止,静止,静止,静止,静止,平飞,静止,静止
2242,静止,静止,静止,静止,静止,平飞,静止,静止
2243,静止,静止,静止,静止,静止,平飞,静止,静止
2244,静止,静止,静止,静止,静止,平飞,静止,静止
2245,静止,静止,静止,静止,静止,平飞,静止,静止
2246,静止,静止,静止,静止,静止,平飞,静止,静止
2247,静止,静止,静止,静止,静止,平飞,静止,静止
2248,静止,静止,静止,静止,静止,平飞,静止,静止
2249,静止,静止,静止,静止,静止,平飞,静止,静止
2250,静止,静止,静止,静止,静止,平飞,静止,静止
2251,静止,静止,静止,静止,静止,平飞,静止,静止
2252,静止,静止,静止,静止,静止,平飞,静止,静止
2253,静止,静止,静止,静止,静止,平飞,静止,静止
2254,静止,静止,静止,静止,静止,平飞,静止,静止
2255,静止,静止,静止,静止,静止,平飞,静止,静止
2256,静止,静止,静止,静止,静止,平飞,静止,静止
2257,静止,静止,静止,静止,静止,平飞,静止,静止
2258,静止,静止,静止,静止,静止,平飞,静止,静止
2259,静止,静止,静止,静止,静止,平飞,静止,静止
2260,静止,静止,静止,静止,静止,平飞,静止,静止
2261,静止,静止,静止,静止,静止,平飞,静止,静止
2262,静止,静止,静止,静止,静止,平飞,静止,静止
2263,静止,静止,静止,静止,静止,平飞,静止,静止
2264,静止,静止,静止,静止,静止,平飞,静止,静止
2265,静止,静止,静止,静止,静止,平飞,静止,静止
2266,静止,静止,静止,静止,静止,平飞,静止,静止
2267,静止,静止,静止,静止,静止,平飞,静止,静止
2268,静止,静止,静止,静止,静止,平飞,静止,静止
2269,静止,静止,静止,静止,静止,平飞,静止,静止
2270,静止,静止,静止,静止,静止,平飞,静止,静止
2271,静止,静止,静止,静止,静止,平飞,静止,静止
2272,静止,静止,静止,静止,静止,平飞,静止,静止
2273,静止,静止,静止,静止,静止,平飞,静止,静止
2274,静止,静止,静止,静止,静止,平飞,静止,静止
2275,静止,静止,静止,静止,静止,平飞,静止,静止
2276,静止,静止,静止,静止,静止,平飞,静止,静止
2277,静止,静止,静止,静止,静止,平飞,静止,静止
2278,静止,静止,静止,静止,静止,平飞,静止,静止
2279,静止,静止,静止,静止,静止,平飞,静止,静止
2280,静止,静止,静止,静止,静止,平飞,静止,静止
2281,静止,静止,静止,静止,静止,平飞,静止,静止
2282,静止,静止,静止,静止,静止,平飞,静止,静止
2283,静止,静止,静止,静止,静止,平飞,静止,静止
2284,静止,静止,静止,静止,静止,平飞,静止,静止
2285,静止,静止,静止,静止,静止,平飞,静止,静止
2286,静止,静止,静止,静止,静止,平飞,静止,静止
2287,静止,静止,静止,静止,静止,平飞,静止,静止
2288,静止,静止,静止,静止,静止,平飞,静止,静止
2289,静止,静止,静止,静止,静止,平飞,静止,静止
2290,静止,静止,静止,静止,静止,平飞,静止,静止
2291,静止,静止,静止,静止,静止,平飞,静止,静止
2292,静止,静止,静止,静止,静止,平飞,静止,静止
2293,静止,静止,静止,静止,静止,平飞,静止,静止
2294,静止,静止,静止,静止,静止,平飞,静止,静止
2295,静止,静止,静止,静止,静止,平飞,静止,静止
2296,静止,静止,静止,静止,静止,平飞,静止,静止
2297,静止,静止,静止,静止,静止,平飞,静止,静止
2298,静止,静止,静止,静止,静止,平飞,静止,静止
2299,静止,静止,静止,静止,静止,平飞,静止,静止
2300,静止,静止,静止,静止,静止,平飞,静止,静止
2301,静止,静止,静止,静止,静止,平飞,静止,静止
2302,静止,静止,静止,静止,静止,平飞,静止,静止
2303,静止,静止,静止,静止,静止,平飞,静止,静止
2304,静止,静止,静止,静止,静止,平飞,静止,静止
2305,静止,静止,静止,静止,静止,平飞,静止,静止
2306,静止,静止,静止,静止,静止,平飞,静止,静止
2307,静止,静止,静止,静止,静止,平飞,静止,静止
2308,静止,静止,静止,静止,静止,平飞,静止,静止
2309,静止,静止,静止,静止,静止,平飞,静止,静止
2310,静止,静止,静止,静止,静止,平飞,静止,静止
2311,静止,静止,静止,静止,静止,平飞,静止,静止
2312,静止,静止,静止,静止,静止,平飞,静止,静止
2313,静止,静止,静止,静止,静止,平飞,静止,静止
2314,静止,静止,静止,静止,静止,平飞,静止,静止
2315,静止,静止,静止,静止,静止,平飞,静止,静止
2316,静止,静止,静止,静止,静止,平飞,静止,静止
2317,静止,静止,静止,静止,静止,平飞,静止,静止
2318,静止,静止,静止,静止,静止,平飞,静止,静止
2319,静止,静止,静止,静止,静止,平飞,静止,静止
2320,静止,静止,静止,静止,静止,平飞,静止,静止
2321,静止,静止,静止,静止,静止,平飞,静止,静止
2322,静止,静止,静止,静止,静止,平飞,静止,静止
2323,静止,静止,静止,静止,静止,平飞,静止,静止
2324,静止,静止,静止,静止,静止,平飞,静止,静止
2325,静止,静止,静止,静止,静止,平飞,静止,静止
2326,静止,静止,静止,静止,静止,平飞,静止,静止
2327,静止,静止,静止,静止,静止,平飞,静止,静止
2328,静止,静止,静止,静止,静止,平飞,静止,静止
2329,静止,静止,静止,静止,静止,平飞,静止,静止
2330,静止,静止,静止,静止,静止,平飞,静止,静止
2331,静止,静止,静止,静止,静止,平飞,静止,静止
2332,静止,静止,静止,静止,静止,平飞,静止,静止
2333,静止,静止,静止,静止,静止,平飞,静止,静止
2334,静止,静止,静止,静止,静止,平飞,静止,静止
2335,静止,静止,静止,静止,静止,平飞,静止,静止
2336,静止,静止,静止,静止,静止,平飞,静止,静止
2337,静止,静止,静止,静止,静止,平飞,静止,静止
2338,静止,静止,静止,静止,静止,平飞,静止,静止
2339,静止,静止,静止,静止,静止,平飞,静止,静止
2340,静止,静止,静止,静止,静止,平飞,静止,静止
2341,静止,静止,静止,静止,静止,平飞,静止,静止
2342,静止,静止,静止,静止,静止,平飞,静止,静止
2343,静止,静止,静止,静止,静止,平飞,静止,静止
2344,静止,静止,静止,静止,静止,平飞,静止,静止
2345,静止,静止,静止,静止,静止,平飞,静止,静止
2346,静止,静止,静止,静止,静止,平飞,静止,静止
2347,静止,静止,静止,静止,静止,平飞,静止,静止
2348,静止,静止,静止,静止,静止,平飞,静止,静止
2349,静止,静止,静止,静止,静止,平飞,静止,静止
2350,静止,静止,静止,静止,静止,平飞,静止,静止
2351,静止,静止,静止,静止,静止,平飞,静止,静止
2352,静止,静止,静止,静止,静止,平飞,静止,静止
2353,静止,静止,静止,静止,静止,平飞,静止,静止
2354,静止,静止,静止,静止,静止,平飞,静止,静止
2355,静止,静止,静止,静止,静止,平飞,静止,静止
2356,静止,静止,静止,静止,静止,平飞,静止,静止
2357,静止,静止,静止,静止,静止,平飞,静止,静止
2358,静止,静止,静止,静止,静止,平飞,静止,静止
2359,静止,静止,静止,静止,静止,平飞,静止,静止
2360,静止,静止,静止,静止,静止,平飞,静止,静止
2361,静止,静止,静止,静止,静止,平飞,静止,静止
2362,静止,静止,静止,静止,静止,平飞,静止,静止
2363,静止,静止,静止,静止,静止,平飞,静止,静止
2364,静止,静止,静止,静止,静止,平飞,静止,静止
2365,静止,静止,静止,静止,静止,平飞,静止,静止
2366,静止,静止,静止,静止,静止,平飞,静止,静止
2367,静止,静止,静止,静止,静止,平飞,静止,静止
2368,静止,静止,静止,静止,静止,平飞,静止,静止
2369,静止,静止,静止,静止,静止,平飞,静止,静止
2370,静止,静止,静止,静止,静止,平飞,静止,静止
2371,静止,静止,静止,静止,静止,平飞,静止,静止
2372,静止,静止,静止,静止,静止,平飞,静止,静止
2373,静止,静止,静止,静止,静止,平飞,静止,静止
2374,静止,静止,静止,静止,静止,平飞,静止,静止
2375,静止,静止,静止,静止,静止,平飞,静止,静止
2376,静止,静止,静止,静止,静止,平飞,静止,静止
2377,静止,静止,静止,静止,静止,平飞,静止,静止
2378,静止,静止,静止,静止,静止,平飞,静止,静止
2379,静止,静止,静止,静止,静止,平飞,静止,静止
2380,静止,静止,静止,静止,静止,平飞,静止,静止
2381,静止,静止,静止,静止,静止,平飞,静止,静止
2382,静止,静止,静止,静止,静止,平飞,静止,静止
2383,静止,静止,静止,静止,静止,平飞,静止,静止
2384,静止,静止,静止,静止,静止,平飞,静止,静止
2385,静止,静止,静止,静止,静止,平飞,静止,静止
2386,静止,静止,静止,静止,静止,平飞,静止,静止
2387,静止,静止,静止,静止,静止,平飞,静止,静止
2388,静止,静止,静止,静止,静止,平飞,静止,静止
2389,静止,静止,静止,静止,静止,平飞,静止,静止
2390,静止,静止,静止,静止,静止,平飞,静止,静止
2391,静止,静止,静止,静止,静止,平飞,静止,静止
2392,静止,静止,静止,静止,静止,平飞,静止,静止
2393,静止,静止,静止,静止,静止,平飞,静止,静止
2394,静止,静止,静止,静止,静止,平飞,静止,静止
2395,静止,静止,静止,静止,静止,平飞,静止,静止
2396,静止,静止,静止,静止,静止,平飞,静止,静止
2397,静止,静止,静止,静止,静止,平飞,静止,静止
2398,静止,静止,静止,静止,静止,平飞,静止,静止
2399,静止,静止,静止,静止,静止,平飞,静止,静止
2400,静止,静止,静止,静止,静止,平飞,静止,静止
2401,静止,静止,静止,静止,静止,平飞,静止,静止
2402,静止,静止,静止,静止,静止,平飞,静止,静止
2403,静止,静止,静止,静止,静止,平飞,静止,静止
2404,静止,静止,静止,静止,静止,平飞,静止,静止
2405,静止,静止,静止,静止,静止,平飞,静止,静止
2406,静止,静止,静止,静止,静止,平飞,静止,静止
2407,静止,静止,静止,静止,静止,平飞,静止,静止
2408,静止,静止,静止,静止,静止,平飞,静止,静止
2409,静止,静止,静止,静止,静止,平飞,静止,静止
2410,静止,静止,静止,静止,静止,平飞,静止,静止
2411,静止,静止,静止,静止,静止,平飞,静止,静止
2412,静止,静止,静止,静止,静止,平飞,静止,静止
2413,静止,静止,静止,静止,静止,平飞,静止,静止
2414,静止,静止,静止,静止,静止,平飞,静止,静止
2415,静止,静止,静止,静止,静止,平飞,静止,静止
2416,静止,静止,静止,静止,静止,平飞,静止,静止
2417,静止,静止,静止,静止,静止,平飞,静止,静止
2418,静止,静止,静止,静止,静止,平飞,静止,静止
2419,静止,静止,静止,静止,静止,平飞,静止,静止
2420,静止,静止,静止,静止,静止,平飞,静止,静止
2421,静止,静止,静止,静止,静止,平飞,静止,静止
2422,静止,静止,静止,静止,静止,平飞,静止,静止
2423,静止,静止,静止,静止,静止,平飞,静止,静止
2424,静止,静止,静止,静止,静止,平飞,静止,静止
2425,静止,静止,静止,静止,静止,平飞,静止,静止
2426,静止,静止,静止,静止,静止,平飞,静止,静止
2427,静止,静止,静止,静止,静止,平飞,静止,静止
2428,静止,静止,静止,静止,静止,平飞,静止,静止
2429,静止,静止,静止,静止,静止,平飞,静止,静止
2430,静止,静止,静止,静止,静止,平飞,静止,静止
2431,静止,静止,静止,静止,静止,平飞,静止,静止
2432,静止,静止,静止,静止,静止,平飞,静止,静止
2433,静止,静止,静止,静止,静止,平飞,静止,静止
2434,静止,静止,静止,静止,静止,平飞,静止,静止
2435,静止,静止,静止,静止,静止,平飞,静止,静止
2436,静止,静止,静止,静止,静止,平飞,静止,静止
2437,静止,静止,静止,静止,静止,平飞,静止,静止
2438,静止,静止,静止,静止,静止,平飞,静止,静止
2439,静止,静止,静止,静止,静止,平飞,静止,静止
2440,静止,静止,静止,静止,静止,平飞,静止,静止
2441,静止,静止,静止,静止,静止,平飞,静止,静止
2442,静止,静止,静止,静止,静止,平飞,静止,静止
2443,静止,静止,静止,静止,静止,平飞,静止,静止
2444,静止,静止,静止,静止,静止,平飞,静止,静止
2445,静止,静止,静止,静止,静止,平飞,静止,静止
2446,静止,静止,静止,静止,静止,平飞,静止,静止
2447,静止,静止,静止,静止,静止,平飞,静止,静止
2448,静止,静止,静止,静止,静止,平飞,静止,静止
2449,静止,静止,静止,静止,静止,平飞,静止,静止
2450,静止,静止,静止,静止,静止,平飞,静止,静止
2451,静止,静止,静止,静止,静止,平飞,静止,静止
2452,静止,静止,静止,静止,静止,平飞,静止,静止
2453,静止,静止,静止,静止,静止,平飞,静止,静止
2454,静止,静止,静止,静止,静止,平飞,静止,静止
2455,静止,静止,静止,静止,静止,平飞,静止,静止
2456,静止,静止,静止,静止,静止,平飞,静止,静止
2457,静止,静止,静止,静止,静止,平飞,静止,静止
2458,静止,静止,静止,静止,静止,平飞,静止,静止
2459,静止,静止,静止,静止,静止,平飞,静止,静止
2460,静止,静止,静止,静止,静止,平飞,静止,静止
2461,静止,静止,静止,静止,静止,平飞,静止,静止
2462,静止,静止,静止,静止,静止,平飞,静止,静止
2463,静止,静止,静止,静止,静止,平飞,静止,静止
2464,静止,静止,静止,静止,静止,平飞,静止,静止
2465,静止,静止,静止,静止,静止,平飞,静止,静止
2466,静止,静止,静止,静止,静止,平飞,静止,静止
2467,静止,静止,静止,静止,静止,平飞,静止,静止
2468,静止,静止,静止,静止,静止,平飞,静止,静止
2469,静止,静止,静止,静止,静止,平飞,静止,静止
2470,静止,静止,静止,静止,静止,平飞,静止,静止
2471,静止,静止,静止,静止,静止,平飞,静止,静止
2472,静止,静止,静止,静止,静止,平飞,静止,静止
2473,静止,静止,静止,静止,静止,平飞,静止,静止
2474,静止,静止,静止,静止,静止,平飞,静止,静止
2475,静止,静止,静止,静止,静止,平飞,静止,静止
2476,静止,静止,静止,静止,静止,平飞,静止,静止
2477,静止,静止,静止,静止,静止,平飞,静止,静止
2478,静止,静止,静止,静止,静止,平飞,静止,静止
2479,静止,静止,静止,静止,静止,平飞,静止,静止
2480,静止,静止,静止,静止,静止,平飞,静止,静止
2481,静止,静止,静止,静止,静止,平飞,静止,静止
2482,静止,静止,静止,静止,静止,平飞,静止,静止
2483,静止,静止,静止,静止,静止,平飞,静止,静止
2484,静止,静止,静止,静止,静止,平飞,静止,静止
2485,静止,静止,静止,静止,静止,平飞,静止,静止
2486,静止,静止,静止,静止,静止,平飞,静止,静止
2487,静止,静止,静止,静止,静止,平飞,静止,静止
2488,静止,静止,静止,静止,静止,平飞,静止,静止
2489,静止,静止,静止,静止,静止,平飞,静止,静止
2490,静止,静止,静止,静止,静止,平飞,静止,静止
2491,静止,静止,静止,静止,静止,平飞,静止,静止
2492,静止,静止,静止,静止,静止,平飞,静止,静止
2493,静止,静止,静止,静止,静止,平飞,静止,静止
2494,静止,静止,静止,静止,静止,平飞,静止,静止
2495,静止,静止,静止,静止,静止,平飞,静止,静止
2496,静止,静止,静止,静止,静止,平飞,静止,静止
2497,静止,静止,静止,静止,静止,平飞,静止,静止
2498,静止,静止,静止,静止,静止,平飞,静止,静止
2499,静止,静止,静止,静止,静止,平飞,静止,静止
2500,静止,静止,静止,静止,静止,平飞,静止,静止
2501,静止,静止,静止,静止,静止,平飞,静止,静止
2502,静止,静止,静止,静止,静止,平飞,静止,静止
2503,静止,静止,静止,静止,静止,平飞,静止,静止
2504,静止,静止,静止,静止,静止,平飞,静止,静止
2505,静止,静止,静止,静止,静止,平飞,静止,静止
2506,静止,静止,静止,静止,静止,平飞,静止,静止
2507,静止,静止,静止,静止,静止,平飞,静止,静止
2508,静止,静止,静止,静止,静止,平飞,静止,静止
2509,静止,静止,静止,静止,静止,平飞,静止,静止
2510,静止,静止,静止,静止,静止,平飞,静止,静止
2511,静止,静止,静止,静止,静止,平飞,静止,静止
2512,静止,静止,静止,静止,静止,平飞,静止,静止
2513,静止,静止,静止,静止,静止,平飞,静止,静止
2514,静止,静止,静止,静止,静止,平飞,静止,静止
2515,静止,静止,静止,静止,静止,平飞,静止,静止
2516,静止,静止,静止,静止,静止,平飞,静止,静止
2517,静止,静止,静止,静止,静止,平飞,静止,静止
2518,静止,静止,静止,静止,静止,平飞,静止,静止
2519,静止,静止,静止,静止,静止,平飞,静止,静止
2520,静止,静止,静止,静止,静止,平飞,静止,静止
2521,静止,静止,静止,静止,静止,平飞,静止,静止
2522,静止,静止,静止,静止,静止,平飞,静止,静止
2523,静止,静止,静止,静止,静止,平飞,静止,静止
2524,静止,静止,静止,静止,静止,平飞,静止,静止
2525,静止,静止,静止,静止,静止,平飞,静止,静止
2526,静止,静止,静止,静止,静止,平飞,静止,静止
2527,静止,静止,静止,静止,静止,平飞,静止,静止
2528,静止,静止,静止,静止,静止,平飞,静止,静止
2529,静止,静止,静止,静止,静止,平飞,静止,静止
2530,静止,静止,静止,静止,静止,平飞,静止,静止
2531,静止,静止,静止,静止,静止,平飞,静止,静止
2532,静止,静止,静止,静止,静止,平飞,静止,静止
2533,静止,静止,静止,静止,静止,平飞,静止,静止
2534,静止,静止,静止,静止,静止,平飞,静止,静止
2535,静止,静止,静止,静止,静止,平飞,静止,静止
2536,静止,静止,静止,静止,静止,平飞,静止,静止
2537,静止,静止,静止,静止,静止,平飞,静止,静止
2538,静止,静止,静止,静止,静止,平飞,静止,静止
2539,静止,静止,静止,静止,静止,平飞,静止,静止
2540,静止,静止,静止,静止,静止,平飞,静止,静止
2541,静止,静止,静止,静止,静止,平飞,静止,静止
2542,静止,静止,静止,静止,静止,平飞,静止,静止
2543,静止,静止,静止,静止,静止,平飞,静止,静止
2544,静止,静止,静止,静止,静止,平飞,静止,静止
2545,静止,静止,静止,静止,静止,平飞,静止,静止
2546,静止,静止,静止,静止,静止,平飞,静止,静止
2547,静止,静止,静止,静止,静止,平飞,静止,静止
2548,静止,静止,静止,静止,静止,平飞,静止,静止
2549,静止,静止,静止,静止,静止,平飞,静止,静止
2550,静止,静止,静止,静止,静止,平飞,静止,静止
2551,静止,静止,静止,静止,静止,平飞,静止,静止
2552,静止,静止,静止,静止,静止,平飞,静止,静止
2553,静止,静止,静止,静止,静止,平飞,静止,静止
2554,静止,静止,静止,静止,静止,平飞,静止,静止
2555,静止,静止,静止,静止,静止,平飞,静止,静止
2556,静止,静止,静止,静止,静止,平飞,静止,静止
2557,静止,静止,静止,静止,静止,平飞,静止,静止
2558,静止,静止,静止,静止,静止,平飞,静止,静止
2559,静止,静止,静止,静止,静止,平飞,静止,静止
2560,静止,静止,静止,静止,静止,平飞,静止,静止
2561,静止,静止,静止,静止,静止,平飞,静止,静止
2562,静止,静止,静止,静止,静止,平飞,静止,静止
2563,静止,静止,静止,静止,静止,平飞,静止,静止
